,PrimaryKey,Species,ScientificName,percent
8700,16101116022456222016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8701,16101210424933442016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8702,16101210424933442016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8703,16101212055191682016-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
8704,16101212055191682016-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
8705,16101214093126682016-09-01,GUSA2,Gutierrezia sarothrae,6
8706,16101214093126682016-09-01,GUSA2,Gutierrezia sarothrae,6
8711,16061509345636942016-09-01,GUSA2,Gutierrezia sarothrae,4
8712,16061509345636942016-09-01,GUSA2,Gutierrezia sarothrae,4
8713,1606151549373652016-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
8714,1606151549373652016-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
8721,16061713515124232016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8722,16061713515124232016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8723,16061814312843282016-09-01,GUSA2,Gutierrezia sarothrae,2
8724,16061814312843282016-09-01,GUSA2,Gutierrezia sarothrae,2
8727,1606271118139822016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8728,1606271118139822016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8733,16070207330067392016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8734,16070207330067392016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8735,16070307545843942016-09-01,GUSA2,Gutierrezia sarothrae,27.33333333
8736,16070307545843942016-09-01,GUSA2,Gutierrezia sarothrae,27.33333333
8737,16070310134946722016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8738,16070310134946722016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8743,16060109544413022016-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8744,16060109544413022016-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8745,16060113523738482016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8746,16060113523738482016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8753,16053111124718772016-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
8754,16053111124718772016-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
8757,16060513302486762016-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8758,16060513302486762016-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8761,16060610115453242016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8762,16060610115453242016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8765,16061415585913872016-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
8766,16061415585913872016-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
8767,16091015340935992016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8768,16091015340935992016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8769,16091109100925362016-09-01,GUSA2,Gutierrezia sarothrae,2
8770,16091109100925362016-09-01,GUSA2,Gutierrezia sarothrae,2
8773,16092016424593292016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8774,16092016424593292016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8777,16082510412995122016-09-01,GUSA2,Gutierrezia sarothrae,2
8778,16082510412995122016-09-01,GUSA2,Gutierrezia sarothrae,2
8783,16091011274593142016-09-01,GUSA2,Gutierrezia sarothrae,8
8784,16091011274593142016-09-01,GUSA2,Gutierrezia sarothrae,8
8785,16101809032167262016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8786,16101809032167262016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8787,16071510271763022016-09-01,GUSA2,Gutierrezia sarothrae,16.66666667
8788,16071510271763022016-09-01,GUSA2,Gutierrezia sarothrae,16.66666667
8789,16081415423183272016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8790,16081415423183272016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8791,16081415460066862016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8792,16081415460066862016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8793,1608051118565632016-09-01,GUSA2,Gutierrezia sarothrae,8
8794,1608051118565632016-09-01,GUSA2,Gutierrezia sarothrae,8
8795,16101311113592082016-09-01,GUSA2,Gutierrezia sarothrae,21.33333333
8796,16101311113592082016-09-01,GUSA2,Gutierrezia sarothrae,21.33333333
8797,16101310303755262016-09-01,GUSA2,Gutierrezia sarothrae,6
8798,16101310303755262016-09-01,GUSA2,Gutierrezia sarothrae,6
8799,16081412561760622016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8800,16081412561760622016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8801,16081415410464962016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8802,16081415410464962016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8803,16082312074585732016-09-01,GUSA2,Gutierrezia sarothrae,2
8804,16082312074585732016-09-01,GUSA2,Gutierrezia sarothrae,2
8807,16100411113013482016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8808,16100411113013482016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8811,1610050958463092016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8812,1610050958463092016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8813,16100614100143752016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8814,16100614100143752016-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8815,16081415463179002016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8816,16081415463179002016-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8817,16081415470595472016-09-01,GUSA2,Gutierrezia sarothrae,12
8818,16081415470595472016-09-01,GUSA2,Gutierrezia sarothrae,12
8819,1610111126183482016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8820,1610111126183482016-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8821,16101114292844402016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8822,16101114292844402016-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8825,18010407164069142017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8826,18010407164069142017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8831,17120109184541602017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8832,17120109184541602017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8833,17120113560428622017-09-01,GUSA2,Gutierrezia sarothrae,9
8834,17120113560428622017-09-01,GUSA2,Gutierrezia sarothrae,9
8835,17100809103967162017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8836,17100809103967162017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8837,17102310064053812017-09-01,GUSA2,Gutierrezia sarothrae,1
8838,17102310064053812017-09-01,GUSA2,Gutierrezia sarothrae,1
8839,17102310271841322017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8840,17102310271841322017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
8841,17102311070931422017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8842,17102311070931422017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8851,17111714051770062017-09-01,GUSA2,Gutierrezia sarothrae,1
8852,17111714051770062017-09-01,GUSA2,Gutierrezia sarothrae,1
8859,17110814135644082017-09-01,GUSA2,Gutierrezia sarothrae,10.33333333
8860,17110814135644082017-09-01,GUSA2,Gutierrezia sarothrae,10.33333333
8861,17110814241992362017-09-01,GUSA2,Gutierrezia sarothrae,6.666666667
8862,17110814241992362017-09-01,GUSA2,Gutierrezia sarothrae,6.666666667
8865,17113016121217952017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8866,17113016121217952017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8873,17120616422840332017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8874,17120616422840332017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8877,17120614042441072017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
8878,17120614042441072017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
8879,17120707534774512017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8880,17120707534774512017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8881,17120712441691032017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8882,17120712441691032017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8883,17121914572277772017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
8884,17121914572277772017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
8887,17121913294110702017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8888,17121913294110702017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8889,17110616112979972017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8890,17110616112979972017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
8899,17120714123799902017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8900,17120714123799902017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8905,17100816023552872017-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8906,17100816023552872017-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8907,17101616020163562017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8908,17101616020163562017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8915,1801050800368442017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8916,1801050800368442017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8917,18010510564676862017-09-01,GUSA2,Gutierrezia sarothrae,7.666666667
8918,18010510564676862017-09-01,GUSA2,Gutierrezia sarothrae,7.666666667
8919,17111816320841742017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8920,17111816320841742017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
8921,18010511345121322017-09-01,GUSA2,Gutierrezia sarothrae,2
8922,18010511345121322017-09-01,GUSA2,Gutierrezia sarothrae,2
8925,17121912332668922017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
8926,17121912332668922017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
8927,17120712004655932017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8928,17120712004655932017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8931,18010508303074152017-09-01,GUSA2,Gutierrezia sarothrae,3
8932,18010508303074152017-09-01,GUSA2,Gutierrezia sarothrae,3
8935,18010509452916612017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8936,18010509452916612017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8939,18010514592237542017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
8940,18010514592237542017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
8945,17082410382822082017-09-01,GUSA2,Gutierrezia sarothrae,3.666666667
8946,17082410382822082017-09-01,GUSA2,Gutierrezia sarothrae,3.666666667
8949,17083111250868632017-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8950,17083111250868632017-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
8961,17092211440696192017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8962,17092211440696192017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8965,17100209515146572017-09-01,GUSA2,Gutierrezia sarothrae,1
8966,17100209515146572017-09-01,GUSA2,Gutierrezia sarothrae,1
8969,17090615524756542017-09-01,GUSA2,Gutierrezia sarothrae,9.666666667
8970,17090615524756542017-09-01,GUSA2,Gutierrezia sarothrae,9.666666667
8971,17102311331270502017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8972,17102311331270502017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8979,17100209392270302017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8980,17100209392270302017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
8981,17083109523692122017-09-01,GUSA2,Gutierrezia sarothrae,10
8982,17083109523692122017-09-01,GUSA2,Gutierrezia sarothrae,10
8983,1710230836311152017-09-01,GUSA2,Gutierrezia sarothrae,16.66666667
8984,1710230836311152017-09-01,GUSA2,Gutierrezia sarothrae,16.66666667
8987,17092211134033552017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
8988,17092211134033552017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
8989,18010208375744432017-09-01,GUSA2,Gutierrezia sarothrae,3
8990,18010208375744432017-09-01,GUSA2,Gutierrezia sarothrae,3
8993,1709220827555802017-09-01,GUSA2,Gutierrezia sarothrae,4
8994,1709220827555802017-09-01,GUSA2,Gutierrezia sarothrae,4
8995,17092207172657402017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8996,17092207172657402017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
8997,1710300819142502017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
8998,1710300819142502017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
8999,17091814575453992017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9000,17091814575453992017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9001,17082810325080612017-09-01,GUSA2,Gutierrezia sarothrae,1
9002,17082810325080612017-09-01,GUSA2,Gutierrezia sarothrae,1
9003,17090514401695752017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
9004,17090514401695752017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
9005,1711131552179952017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
9006,1711131552179952017-09-01,GUSA2,Gutierrezia sarothrae,1.666666667
9007,17100208285596842017-09-01,GUSA2,Gutierrezia sarothrae,3
9008,17100208285596842017-09-01,GUSA2,Gutierrezia sarothrae,3
9023,17111313043229692017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
9024,17111313043229692017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
9025,1708210757216432017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
9026,1708210757216432017-09-01,GUSA2,Gutierrezia sarothrae,2.333333333
9031,17082211113693142017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
9032,17082211113693142017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
9037,1708101559494342017-09-01,GUSA2,Gutierrezia sarothrae,11.66666667
9038,1708101559494342017-09-01,GUSA2,Gutierrezia sarothrae,11.66666667
9039,17091114580161472017-09-01,GUSA2,Gutierrezia sarothrae,2
9040,17091114580161472017-09-01,GUSA2,Gutierrezia sarothrae,2
9041,17081409463175532017-09-01,GUSA2,Gutierrezia sarothrae,5.666666667
9042,17081409463175532017-09-01,GUSA2,Gutierrezia sarothrae,5.666666667
9043,17080816441181412017-09-01,GUSA2,Gutierrezia sarothrae,12.66666667
9044,17080816441181412017-09-01,GUSA2,Gutierrezia sarothrae,12.66666667
9047,17081511030918752017-09-01,GUSA2,Gutierrezia sarothrae,6.333333333
9048,17081511030918752017-09-01,GUSA2,Gutierrezia sarothrae,6.333333333
9053,17080811053859472017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
9054,17080811053859472017-09-01,GUSA2,Gutierrezia sarothrae,0.3333333333
9059,17061912005992642017-09-01,GUSA2,Gutierrezia sarothrae,2
9060,17061912005992642017-09-01,GUSA2,Gutierrezia sarothrae,2
9065,17062713313165112017-09-01,GUSA2,Gutierrezia sarothrae,6
9066,17062713313165112017-09-01,GUSA2,Gutierrezia sarothrae,6
9069,17062910425353392017-09-01,GUSA2,Gutierrezia sarothrae,8
9070,17062910425353392017-09-01,GUSA2,Gutierrezia sarothrae,8
9075,17071212443313672017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9076,17071212443313672017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9079,17071711400766642017-09-01,GUSA2,Gutierrezia sarothrae,6
9080,17071711400766642017-09-01,GUSA2,Gutierrezia sarothrae,6
9085,17072010382249432017-09-01,GUSA2,Gutierrezia sarothrae,2
9086,17072010382249432017-09-01,GUSA2,Gutierrezia sarothrae,2
9089,17073112530949902017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9090,17073112530949902017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9095,17081810275987652017-09-01,GUSA2,Gutierrezia sarothrae,2
9096,17081810275987652017-09-01,GUSA2,Gutierrezia sarothrae,2
9097,17082108325123062017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9098,17082108325123062017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9099,17082211062133212017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9100,17082211062133212017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9103,17082314291166972017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9104,17082314291166972017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9105,17082411493687602017-09-01,GUSA2,Gutierrezia sarothrae,6
9106,17082411493687602017-09-01,GUSA2,Gutierrezia sarothrae,6
9109,17082813203381372017-09-01,GUSA2,Gutierrezia sarothrae,6
9110,17082813203381372017-09-01,GUSA2,Gutierrezia sarothrae,6
9113,17082913342249942017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9114,17082913342249942017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9115,170906103007992017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9116,170906103007992017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9117,17090709265636802017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9118,17090709265636802017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9119,17090713430389372017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9120,17090713430389372017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9121,17091211254475372017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9122,17091211254475372017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9125,17091315151969812017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9126,17091315151969812017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9129,17092108260840322017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9130,17092108260840322017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9135,1710301519454312017-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9136,1710301519454312017-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9137,17103110292060742017-09-01,GUSA2,Gutierrezia sarothrae,2
9138,17103110292060742017-09-01,GUSA2,Gutierrezia sarothrae,2
9143,17100312091824962017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9144,17100312091824962017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9147,17101012114127892017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9148,17101012114127892017-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9149,17101109402046872017-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9150,17101109402046872017-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9151,17101113453257752017-09-01,GUSA2,Gutierrezia sarothrae,4
9152,17101113453257752017-09-01,GUSA2,Gutierrezia sarothrae,4
9155,1710131413212712017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9156,1710131413212712017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9157,17101614224372972017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9158,17101614224372972017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9159,17101709130516712017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
9160,17101709130516712017-09-01,GUSA2,Gutierrezia sarothrae,5.333333333
9161,1710171339533302017-09-01,GUSA2,Gutierrezia sarothrae,1.5625
9162,1710171339533302017-09-01,GUSA2,Gutierrezia sarothrae,1.5625
9163,17101809182890752017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9164,17101809182890752017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9165,17103011441717632017-09-01,GUSA2,Gutierrezia sarothrae,7.333333333
9166,17103011441717632017-09-01,GUSA2,Gutierrezia sarothrae,7.333333333
9167,17103013300986522017-09-01,GUSA2,Gutierrezia sarothrae,8
9168,17103013300986522017-09-01,GUSA2,Gutierrezia sarothrae,8
9171,17110110340398012017-09-01,GUSA2,Gutierrezia sarothrae,4
9172,17110110340398012017-09-01,GUSA2,Gutierrezia sarothrae,4
9175,17103015174794332017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9176,17103015174794332017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9177,17081009585175092017-09-01,GUSA2,Gutierrezia sarothrae,16
9178,17081009585175092017-09-01,GUSA2,Gutierrezia sarothrae,16
9179,17081414540894052017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9180,17081414540894052017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9181,17081509445573922017-09-01,GUSA2,Gutierrezia sarothrae,6.666666667
9182,17081509445573922017-09-01,GUSA2,Gutierrezia sarothrae,6.666666667
9183,17081609392017162017-09-01,GUSA2,Gutierrezia sarothrae,2
9184,17081609392017162017-09-01,GUSA2,Gutierrezia sarothrae,2
9185,17082114192799422017-09-01,GUSA2,Gutierrezia sarothrae,2
9186,17082114192799422017-09-01,GUSA2,Gutierrezia sarothrae,2
9187,17082210121290242017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
9188,17082210121290242017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
9191,1708231506432822017-09-01,GUSA2,Gutierrezia sarothrae,10
9192,1708231506432822017-09-01,GUSA2,Gutierrezia sarothrae,10
9193,17082913205065422017-09-01,GUSA2,Gutierrezia sarothrae,4
9194,17082913205065422017-09-01,GUSA2,Gutierrezia sarothrae,4
9195,17083010285568992017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9196,17083010285568992017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9197,17090116113258802017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9198,17090116113258802017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9203,17090309431334142017-09-01,GUSA2,Gutierrezia sarothrae,9.333333333
9204,17090309431334142017-09-01,GUSA2,Gutierrezia sarothrae,9.333333333
9205,17091212591331232017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9206,17091212591331232017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9207,17091410195677322017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9208,17091410195677322017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9209,17060610220215362017-09-01,GUSA2,Gutierrezia sarothrae,15.33333333
9210,17060610220215362017-09-01,GUSA2,Gutierrezia sarothrae,15.33333333
9211,17060707363037992017-09-01,GUSA2,Gutierrezia sarothrae,20.66666667
9212,17060707363037992017-09-01,GUSA2,Gutierrezia sarothrae,20.66666667
9213,17061408525023782017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9214,17061408525023782017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9217,1706171148087042017-09-01,GUSA2,Gutierrezia sarothrae,19.33333333
9218,1706171148087042017-09-01,GUSA2,Gutierrezia sarothrae,19.33333333
9219,17061910271116882017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9220,17061910271116882017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9221,17062712310865262017-09-01,GUSA2,Gutierrezia sarothrae,2
9222,17062712310865262017-09-01,GUSA2,Gutierrezia sarothrae,2
9223,17062808164535172017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9224,17062808164535172017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9227,17070913481372017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9228,17070913481372017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9231,17071714324152072017-09-01,GUSA2,Gutierrezia sarothrae,4
9232,17071714324152072017-09-01,GUSA2,Gutierrezia sarothrae,4
9233,17071808193336222017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9234,17071808193336222017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9237,17071011421315072017-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
9238,17071011421315072017-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
9243,1707251035167822017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9244,1707251035167822017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9245,17072609573643012017-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
9246,17072609573643012017-09-01,GUSA2,Gutierrezia sarothrae,10.66666667
9247,17072615063040362017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9248,17072615063040362017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9251,17072910304713742017-09-01,GUSA2,Gutierrezia sarothrae,2
9252,17072910304713742017-09-01,GUSA2,Gutierrezia sarothrae,2
9253,1708071151248542017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9254,1708071151248542017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9255,17080910103112202017-09-01,GUSA2,Gutierrezia sarothrae,18
9256,17080910103112202017-09-01,GUSA2,Gutierrezia sarothrae,18
9261,17091815183776572017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
9262,17091815183776572017-09-01,GUSA2,Gutierrezia sarothrae,17.33333333
9263,17091910505696272017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9264,17091910505696272017-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9265,17091914201555792017-09-01,GUSA2,Gutierrezia sarothrae,11.33333333
9266,17091914201555792017-09-01,GUSA2,Gutierrezia sarothrae,11.33333333
9267,17092009282939092017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9268,17092009282939092017-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9271,17092511493569712017-09-01,GUSA2,Gutierrezia sarothrae,4
9272,17092511493569712017-09-01,GUSA2,Gutierrezia sarothrae,4
9273,17092711082198812017-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
9274,17092711082198812017-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
9277,17100314163169772017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9278,17100314163169772017-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9287,18090509344731972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9288,18090509344731972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9289,18091010291491292018-09-01,GUSA2,Gutierrezia sarothrae,12
9290,18091010291491292018-09-01,GUSA2,Gutierrezia sarothrae,12
9297,1809241126573852018-09-01,GUSA2,Gutierrezia sarothrae,2
9298,1809241126573852018-09-01,GUSA2,Gutierrezia sarothrae,2
9301,18092511244439192018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9302,18092511244439192018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9305,18092615125851672018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9306,18092615125851672018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9307,18092713175985392018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9308,18092713175985392018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9309,18060713281113732018-09-01,GUSA2,Gutierrezia sarothrae,2
9310,18060713281113732018-09-01,GUSA2,Gutierrezia sarothrae,2
9315,1806280844151232018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9316,1806280844151232018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9317,18062815112217432018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9318,18062815112217432018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
